"bioma","alimentacao","status","populacao","exemplares","idade","tamanho","envergadura"
"824","Amazônia","Frugivoro","EW",310.712222040076,46,12,282,277
"825","Amazônia","Hematofago","EX",339.088798468844,47,13,256,280
"826","Amazônia","Carnivoro","NT",291.141385419371,100,14,350,224
"827","Mata Atlântica","Onivoro","CE",280.617956019497,4,9,175,206
"828","Caatinga","Hematofago","LC",292.132737340677,88,20,374,296
"829","Caatinga","Onivoro","EX",317.407004719745,85,18,277,231
"830","Pantanal","Frugivoro","EW",271.622832855985,84,11,160,241
"831","Pampa","Carnivoro","LC",267.433306952564,72,1,430,228
"832","Caatinga","Carnivoro","NT",294.580903666062,23,2,60,230
"833","Amazônia","Carnivoro","EN",290.268876899582,20,15,367,229
"834","Pantanal","Onivoro","NT",309.870018661193,56,6,282,272
"835","Pampa","Carnivoro","NT",280.648517312701,57,13,115,205
"836","Cerrado","Onivoro","NT",301.533639075753,73,19,114,282
"837","Amazônia","Onivoro","EW",293.418145366949,5,13,78,299
"838","Amazônia","Onivoro","VU",257.457817125537,16,11,274,287
"839","Pantanal","Onivoro","EN",326.432753805821,22,6,383,251
"840","Amazônia","Frugivoro","LC",299.89021338462,68,9,366,223
"841","Pantanal","Onivoro","EW",333.638990050298,28,16,317,228
"842","Mata Atlântica","Frugivoro","CE",326.864907689422,83,14,330,227
"843","Pantanal","Frugivoro","EN",290.238862822399,36,19,264,202
"844","Amazônia","Carnivoro","CE",268.618057147508,43,14,387,241
"845","Caatinga","Onivoro","LC",263.260261639199,68,8,428,271
"846","Mata Atlântica","Frugivoro","LC",327.103685687259,33,10,130,269
"847","Pantanal","Onivoro","EN",304.513710534103,88,2,417,223
"848","Mata Atlântica","Onivoro","LC",302.629880209703,4,16,180,249
"849","Caatinga","Onivoro","EN",300.151518136758,52,16,198,203
"850","Caatinga","Carnivoro","VU",297.31218720429,29,19,155,285
"851","Pantanal","Onivoro","NT",267.279883131642,48,16,383,250
"852","Pantanal","Onivoro","EW",285.931694831894,25,2,268,230
"853","Amazônia","Carnivoro","VU",292.863784811559,52,4,42,227
"854","Amazônia","Onivoro","LC",313.440299076212,77,15,308,232
"855","Pantanal","Hematofago","CE",324.939597753715,34,5,461,210
"856","Caatinga","Frugivoro","LC",298.045153332232,96,18,202,270
"857","Amazônia","Carnivoro","VU",317.063484014382,6,15,165,248
"858","Mata Atlântica","Carnivoro","EW",243.504302502025,68,13,39,280
"859","Pampa","Onivoro","EX",306.434784474274,98,12,462,288
"860","Amazônia","Carnivoro","EX",323.240645528831,58,2,499,206
"861","Caatinga","Carnivoro","EW",305.024279437095,84,17,236,288
"862","Pantanal","Frugivoro","VU",331.795423183759,2,10,125,229
"863","Cerrado","Frugivoro","EX",291.263105128352,57,6,97,264
"864","Cerrado","Frugivoro","EX",301.175966111754,85,7,433,241
"865","Cerrado","Frugivoro","EW",333.841080537387,68,17,430,251
"866","Caatinga","Carnivoro","EW",297.832351293221,2,19,3,298
"867","Pantanal","Carnivoro","EW",299.710368948609,7,1,395,289
"868","Cerrado","Carnivoro","LC",290.35891971528,20,11,370,229
"869","Mata Atlântica","Frugivoro","EX",272.963328046904,75,1,413,295
"870","Caatinga","Carnivoro","LC",290.955818668358,5,11,170,225
"871","Amazônia","Onivoro","LC",299.566239921674,32,15,306,210
"872","Amazônia","Carnivoro","CE",277.576881644261,39,20,322,215
"873","Caatinga","Onivoro","NT",292.182940707752,97,4,295,201
"874","Pampa","Carnivoro","EN",316.891550796201,72,5,259,243
"875","Mata Atlântica","Onivoro","CE",305.067813113073,17,8,68,251
"876","Mata Atlântica","Hematofago","LC",275.371506337613,16,10,85,225
"877","Cerrado","Frugivoro","NT",270.782178780308,24,13,432,252
"878","Pampa","Onivoro","LC",303.696077582312,41,17,149,216
"879","Mata Atlântica","Carnivoro","EX",281.331519548079,61,1,110,263
"880","Amazônia","Frugivoro","NT",266.344452003803,68,4,297,201
"881","Amazônia","Frugivoro","CE",316.360964604723,33,6,407,245
"882","Pantanal","Frugivoro","EN",319.318243887069,71,11,296,202
"883","Amazônia","Frugivoro","NT",344.906160010282,95,16,83,273
"884","Amazônia","Carnivoro","NT",299.126500135324,9,11,132,282
"885","Cerrado","Onivoro","CE",288.102272557049,7,5,85,272
"886","Pantanal","Onivoro","NT",293.637380248052,33,17,21,256
"887","Mata Atlântica","Onivoro","VU",320.871972069648,62,15,197,229
"888","Mata Atlântica","Frugivoro","CE",280.444312392231,22,20,6,244
"889","Caatinga","Onivoro","VU",278.818192917219,62,7,41,275
"890","Mata Atlântica","Onivoro","EN",267.526505965188,72,4,423,292
"891","Amazônia","Onivoro","CE",340.480950341356,39,8,400,300
"892","Pampa","Carnivoro","LC",317.995796111754,98,20,201,274
"893","Cerrado","Onivoro","VU",311.507076020664,10,4,359,207
"894","Pampa","Frugivoro","CE",310.159518306269,62,5,311,228
"895","Pampa","Frugivoro","EN",291.501784007176,77,12,313,232
"896","Mata Atlântica","Frugivoro","VU",290.440089637886,66,11,361,283
"897","Pampa","Hematofago","NT",294.215482039601,50,20,223,299
"898","Mata Atlântica","Frugivoro","VU",309.486456354432,95,17,287,261
"899","Pantanal","Onivoro","CE",281.918637148999,98,10,132,220
"900","Amazônia","Frugivoro","EW",313.607856967673,25,15,434,228
"901","Amazônia","Frugivoro","EN",313.604160908548,95,16,444,256
"902","Amazônia","Carnivoro","EN",308.479096582106,79,9,330,206
"903","Pantanal","Hematofago","EN",327.970216475519,65,11,357,296
"904","Pampa","Carnivoro","EX",288.208504886334,42,1,107,266
"905","Pampa","Onivoro","NT",303.606366429508,54,15,217,228
"906","Cerrado","Onivoro","LC",304.338151645286,73,4,317,228
"907","Cerrado","Onivoro","CE",308.039862594115,19,10,66,232
"908","Pantanal","Hematofago","EW",308.735658746503,65,3,269,220
"909","Amazônia","Frugivoro","NT",303.930639191418,62,6,494,282
"910","Amazônia","Carnivoro","EW",286.311482983402,17,7,280,260
"911","Amazônia","Hematofago","LC",285.924631173065,74,4,217,274
"912","Caatinga","Frugivoro","LC",312.501621740327,13,14,189,242
"913","Pampa","Frugivoro","EN",301.056577939897,3,1,13,220
"914","Pantanal","Onivoro","EX",309.54333420373,41,4,184,264
"915","Pantanal","Carnivoro","EX",278.443292209683,44,16,164,259
"916","Caatinga","Onivoro","EX",294.87643344506,83,3,67,275
"917","Mata Atlântica","Frugivoro","NT",268.313899945516,31,20,322,231
"918","Pantanal","Onivoro","VU",282.686603451982,63,5,411,211
"919","Amazônia","Frugivoro","EX",310.730341341268,75,7,321,281
"920","Amazônia","Frugivoro","LC",255.967073258646,47,13,225,259
"921","Amazônia","Frugivoro","VU",336.148971719625,22,13,263,283
"922","Pantanal","Carnivoro","NT",303.330111367757,100,7,435,288
"923","Caatinga","Onivoro","VU",316.395524271916,100,16,208,253
"924","Caatinga","Onivoro","EN",269.559325593184,60,2,261,295
"925","Mata Atlântica","Onivoro","CE",323.847725762138,96,2,71,279
"926","Cerrado","Frugivoro","CE",296.152997982474,92,16,158,209
"927","Amazônia","Carnivoro","VU",320.910018121763,11,12,264,267
"928","Pantanal","Frugivoro","EN",260.285578310568,42,4,343,246
"929","Mata Atlântica","Onivoro","EN",317.140155679602,27,7,246,260
"930","Amazônia","Frugivoro","EW",312.538852784612,7,4,53,286
"931","Pantanal","Onivoro","VU",309.478162151578,23,13,305,254
"932","Mata Atlântica","Carnivoro","NT",300.770207182865,82,5,5,211
"933","Amazônia","Frugivoro","LC",327.458293189507,90,11,116,219
"934","Caatinga","Onivoro","EX",305.137214692183,16,5,282,249
"935","Mata Atlântica","Carnivoro","VU",318.236551212453,86,18,128,250
"936","Pantanal","Onivoro","VU",292.633518315443,23,16,202,265
"937","Mata Atlântica","Onivoro","EX",283.924106458916,79,8,157,273
"938","Caatinga","Onivoro","EN",322.333408921643,99,15,232,206
"939","Caatinga","Carnivoro","VU",298.376657349139,33,12,217,270
"940","Caatinga","Onivoro","CE",295.195167369331,51,10,432,287
"941","Pampa","Frugivoro","LC",296.291511401619,58,17,27,277
"942","Cerrado","Onivoro","EW",326.88787389131,43,2,177,300
"943","Pantanal","Hematofago","EW",267.296293431522,22,11,31,241
"944","Pantanal","Onivoro","EW",305.853360957009,11,11,286,288
"945","Amazônia","Onivoro","VU",321.384121730193,66,8,174,228
"946","Mata Atlântica","Hematofago","EX",331.017199957234,17,1,429,211
"947","Caatinga","Onivoro","EN",286.261370082112,85,9,241,279
"948","Caatinga","Onivoro","LC",316.754219090489,24,15,227,288
"949","Cerrado","Onivoro","EN",287.480978325235,86,2,78,277
"950","Amazônia","Onivoro","LC",297.772651213716,55,19,177,294
"951","Mata Atlântica","Frugivoro","LC",361.146267197743,51,18,65,265
"952","Mata Atlântica","Onivoro","EW",305.134183972433,20,6,496,270
"953","Caatinga","Hematofago","EW",288.331272202537,48,5,146,271
"954","Pampa","Frugivoro","VU",310.320392683553,46,8,287,292
"955","Amazônia","Frugivoro","NT",312.463700462783,82,9,368,280
"956","Amazônia","Carnivoro","LC",305.526378445323,88,14,102,286
"957","Pantanal","Carnivoro","VU",319.624767839098,69,2,224,279
"958","Amazônia","Onivoro","EN",289.926600625334,76,3,155,296
"959","Pampa","Onivoro","NT",328.660504942113,5,2,414,273
"960","Caatinga","Hematofago","LC",293.183781189404,98,20,61,210
"961","Cerrado","Onivoro","CE",272.919746759545,3,17,358,278
"962","Mata Atlântica","Onivoro","EN",267.599723979046,48,4,218,248
"963","Mata Atlântica","Onivoro","NT",301.308301532685,77,20,375,219
"964","Pampa","Onivoro","EN",295.919380146954,97,19,295,203
"965","Pantanal","Onivoro","NT",285.97749156951,41,18,416,228
"966","Caatinga","Onivoro","CE",236.265050413759,32,13,149,248
"967","Caatinga","Frugivoro","NT",311.187149340744,97,18,117,268
"968","Mata Atlântica","Onivoro","EN",358.984224568445,98,15,277,272
"969","Cerrado","Onivoro","CE",321.803281910233,83,13,431,229
"970","Mata Atlântica","Hematofago","NT",266.18439835804,57,2,485,217
"971","Pantanal","Onivoro","LC",283.869023990032,17,20,80,232
"972","Caatinga","Onivoro","EW",319.990935951901,25,19,328,276
"973","Cerrado","Frugivoro","EX",328.673834936894,49,15,377,229
"974","Pampa","Onivoro","EN",299.884619753842,81,6,217,297
"975","Mata Atlântica","Onivoro","CE",289.331702432207,55,11,314,239
"976","Amazônia","Hematofago","LC",294.808434885766,72,16,127,217
"977","Mata Atlântica","Frugivoro","CE",299.15822250597,92,1,345,210
"978","Caatinga","Carnivoro","CE",313.82462451432,13,4,9,282
"979","Pampa","Onivoro","EN",308.759636501924,96,20,78,288
"980","Cerrado","Onivoro","NT",324.04483823361,58,17,177,208
"981","Caatinga","Onivoro","VU",303.06803158395,35,5,380,259
"982","Amazônia","Frugivoro","EW",312.90559138788,13,7,419,204
"983","Mata Atlântica","Frugivoro","CE",305.835298730402,19,8,394,296
"984","Caatinga","Carnivoro","VU",319.861855608651,89,11,313,203
"985","Cerrado","Frugivoro","EW",293.489292159761,41,4,29,244
"986","Pantanal","Onivoro","EN",314.268441378184,70,16,5,261
"987","Pantanal","Onivoro","VU",258.596354633709,58,12,113,233
"988","Amazônia","Frugivoro","EX",342.170543070021,7,14,485,265
"989","Caatinga","Carnivoro","NT",290.661471267656,85,5,55,243
"990","Mata Atlântica","Hematofago","NT",254.113556473452,24,3,497,256
"991","Pampa","Onivoro","EX",303.740563166152,25,14,325,268
"992","Mata Atlântica","Carnivoro","EX",273.572165178549,99,4,240,271
"993","Pantanal","Onivoro","NT",267.646339756855,57,11,72,235
"994","Caatinga","Carnivoro","CE",323.434694610161,16,17,305,256
"995","Pampa","Frugivoro","CE",277.689382036533,36,15,218,282
"996","Pantanal","Frugivoro","NT",314.912201368208,97,18,467,296
"997","Mata Atlântica","Hematofago","LC",288.200501446963,63,12,498,293
"998","Caatinga","Carnivoro","EW",276.09511004931,55,2,213,276
"999","Caatinga","Onivoro","VU",313.830544889006,8,14,386,204
"1000","Amazônia","Frugivoro","EW",282.561856828725,77,4,66,220
